,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
4915407,8784454441,60307MD,NY,COM,10/18/2019,38,VAN,FRUEH,T,57390,8140,8240,88880088,114.0,114,114,358919,T401,U,1148A,,Q,F,31-19,Newtown Ave,,0,408,I4,, YYYYYY,0800A,0700P,BROWN,,2014,,0,25,,,,
8711692,8808062405,HGH7447,NY,PAS,02/21/2020,21,4DSD,SAAB,T,19990,36670,36770,20200727,30.0,30,30,362521,T103,BB,0922A,,NY,O,281,Edgecombe Ave,,0,408,D1,,  Y  Y,0900A,1030A,GR,,0,,0,O,,,,
906201,8740516507,XHDC30,NJ,PAS,06/27/2019,46,DELV,ISUZU,T,36090,26590,11710,88880088,24.0,24,24,368540,T103,II,1117A,,NY,O,435,W 116th St,,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,19,,,,
8832699,4677351715,GRC2874,NY,PAS,01/23/2020,36,2DSD,BMW,V,0,0,0,0,,0,0,0,,,0815P,,QN,,,NB SPRINGFIELD BLVD,@ 109TH AVE,0,1180,B,T,,,,BK,,2009,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
2749981,8781553572,GCN1294,NY,PAS,09/10/2019,51,SUBN,LEXUS,T,18990,10410,25390,20210108,23.0,23,23,361291,T103,L,0218P,,NY,O,3,E 101st St,,0,408,E3,,YYYYYYY,,,BK,,2017,,0,A,,,,
2431469,4665077680,GYG6405,NY,PAS,09/04/2019,36,SUBN,AUDI,V,0,0,0,0,,0,0,0,,,0933P,,BK,,,EB LINDEN BLVD @ HEM,LOCK ST,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7040031,8780430790,RPP592,SC,PAS,11/29/2019,40,SUBN,MERCU,T,24830,0,0,20200988,71.0,71,71,347615,T302,M,0627A,,K,I,E,Carroll St,100ft S/of Washingto,0,408,E2,,YYYYYYY,,,BLACK,,0,,2,L,,,,
3566542,8779152697,HXW6785,NY,PAS,08/29/2019,38,4DSD,TOYOT,T,0,0,0,20200417,49.0,49,49,361321,T201,Q,0204P,,BX,I,S,Pelham Pkwy S,20ft W/of White Plai,0,408,I3,, YYYYYY,0900A,0700P,RD,,2004,,0,01,,,,
3698973,4668085091,JLM8717,NY,PAS,10/07/2019,36,4DSD,HONDA,V,0,40404,40404,0,,0,0,0,,,1251P,,BK,,,SB MILL AVE @ AVE U,,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4644558,8745727521,KXE0192,PA,PAS,10/26/2019,20,4DSD,AUDI,T,70720,27300,29220,20190088,52.0,52,52,365939,T201,G,0110P,,BX,F,2477,Valentine Ave,,0,408,F1,, YYYYYY,0800A,0600P,SILVE,,0,,0,53,,,,
7373167,8583958816,GAR9522,NY,PAS,01/16/2020,46,4DSD,FORD,T,39490,45990,38990,20200507,109.0,109,109,349850,T740,E,0208P,,Q,F,42-10,Colden St,,0,408,J3,,YYYYYYY,,,GY,,2014,,0,01,,,,
7726509,4676153946,4MYDIVA,NY,SRF,01/14/2020,36,2DSD,NISSA,V,0,0,0,0,,0,0,0,,,0624P,,QN,,,NB VAN DAM ST @ 48TH, AVE,0,1180,B,T,,,,RD,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7637801,1465865718,93BF29,NY,999,01/09/2020,21,MC,NIU,S,5780,6530,6630,0,78.0,78,0,635835,KS06,0.0,0835A,,K,F,423,7TH AVENUE,,0,408,D1,,YYYYYYB,0830A,0900A,BLACK,0.0,0,-,0,,,,,
1261639,4662917610,HHF8068,NY,PAS,08/16/2019,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,1041A,,BX,,,EB E GUN HILL RD @ T,IEMANN AVE,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5745673,8729021777,59726MA,NY,COM,11/17/2019,14,VAN,NISSA,T,35510,13610,44990,20210430,24.0,24,24,370736,T103,C,1218P,,NY,O,279,W 87th St,,0,408,E2,,YYYYYYY,,,WH,,2015,,0,16,,,,
7495483,8782370096,HSC2766,NY,PAS,01/06/2020,37,4DSD,HONDA,T,59990,13990,14140,20210608,112.0,112,112,363997,T402,B,1139A,1133A,Q,F,100-23,Queens Blvd,,0,408,K2,, YYYYYY,0900A,0700P,TN,,2014,,0,03,,,,
9058625,8701948283,2028691,IN,PAS,02/24/2020,84,REFG,FRUEH,T,17310,0,0,88880088,10.0,10,10,370287,T102,L,0222P,,NY,I,N,E 16th St,35ft W/of Union Squa,0,408,C2,,YYYYYYY,,,BLACK,,0,,0,17,,,,
4409709,8657986723,JHU1929,NY,PAS,10/28/2019,38,4DSD,HONDA,T,40890,23750,23800,20210513,106.0,106,106,370282,T402,E,0511P,,Q,F,157-14,Cross Bay Blvd,,0,408,I3,, YYYYYY,0900A,0700P,BL,,2019,,0,41,,,,
2285061,8762413806,62203MG,NY,COM,08/26/2019,78,DELV,HIN,T,14080,0,0,20200228,70.0,70,70,363122,T802,A,1133P,,K,I,S,Avenue J,15ft W/of E 24th St,0,408,D,,YYYYYYY,0900P,0500A,WH,,2015,,0,I,,,,
6563024,8805851504,JDP1055,NY,PAS,12/07/2019,38,SUBN,MAZDA,T,35150,14510,15710,20201023,20.0,20,20,365938,T103,H,0906A,,NY,F,72,W 69th St,,0,408,J6,, YYYYYY,0900A,0700P,GY,,2018,,0,14,,,,
3940292,8762514040,JER3460,NY,PAS,09/26/2019,16,PICK,GMC,T,5540,9870,9940,20210130,108.0,108,108,359317,T401,L,0652A,,Q,O,43-45,9th St,,0,408,K1,, YYYYY,0500A,0500P,GY,,1994,,0,U,,,,
10144295,4682341789,JHA5015,NY,PAS,03/25/2020,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0714A,,BX,,,WB BRUCKNER BLVD @ B,ROOK AVE,0,1180,B,T,,,,BK,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3437399,8759666341,HFH3451,NY,PAS,09/03/2019,21,SUBN,PORSC,T,17190,10410,32645,20200508,6.0,6,6,366450,T101,B,0836A,,NY,F,26,E 10th St,,0,408,C,,  Y  Y,0830A,0900A,BL,,2017,,0,21,,,,
10614441,8820309191,12866KA,NY,COM,03/17/2020,46,VAN,FORD,T,14510,35850,35870,88880088,28.0,28,28,365801,T103,FF,0211P,,NY,F,446,Central Park West,,0,408,C,,YYYYYYY,,,WHITE,,2009,,0,22,,,,
10244752,8724440097,79884MJ,NY,COM,03/06/2020,20,VAN,FORD,T,11710,35210,35230,20200831,20.0,20,20,370803,T103,D,0815A,,NY,F,275,Amsterdam Ave,,0,408,J6,,YYYYYYY,,,WH,,2016,,0,16,,,,
2374730,4011686440,JEX2436,NY,PAS,07/16/2019,5,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1033A,,BX,,,WB E 161ST ST @ SHER,MAN AVE,0,1111,C,T,,,,BK,,2019,,0,,BUS LANE VIOLATION,,,
2487122,4666361960,HPA4504,NY,PAS,09/16/2019,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,0114P,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,BL,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9647908,4681038829,GBN5660,NY,PAS,03/12/2020,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,0944P,,QN,,,EB DITMARS BLVD @ 80,TH ST,0,1180,B,T,,,,BL,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
10166777,4682433507,HXU3628,NY,PAS,03/25/2020,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0411P,,QN,,,EB QUEENS BLVD @ 35T,H ST,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5449130,4669965750,SMALL4,NY,SRF,10/28/2019,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,1130A,,BK,,,WB LINDEN BLVD @ SCH,ENCK AVE,0,1180,B,T,,,,WH,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1790420,4663691006,WUC205,GA,PAS,08/22/2019,36,UT,CHEVR,V,0,40404,40404,0,,0,0,0,,,0233P,,BK,,,SB KNAPP ST @ AVE V,,0,1180,B,T,,,,,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9236362,8772746695,HMV5984,NY,PAS,02/13/2020,21,4DSD,CHEVR,T,61690,30240,40610,20201226,101.0,101,101,353083,T402,N,0839A,,Q,F,20-08,Seagirt Blvd,,0,408,D1,,    Y,0830A,1000A,BL,,2016,,0,W,,,,
1071523,8761251940,CVJ1965,NY,PAS,07/09/2019,38,SUBN,CHEVR,T,24240,49690,18040,20200409,103.0,103,103,367415,T402,S,0933A,,Q,F,88-17,164th St,,0,408,D1,, YYYYYY,0900A,0700P,BK,,2003,,0,19,,,,
4356124,8567913032,JLT4890,NY,PAS,10/21/2019,46,SUBN,JEEP,T,13610,36790,36810,20210823,34.0,34,34,333010,T108,P,0550P,,NY,O,3671,Broadway,,0,408,C3,,YYYYYYY,,,DKR,,2019,,0,02A,,,,
2414176,4664800034,GDL8601,NY,PAS,08/28/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0954P,,ST,,,SB FATHER CAPODANNO,BLVD @ ALEX CIR,0,1180,B,T,,,,WH,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6474816,8780765920,GSV8268,NY,PAS,11/29/2019,21,SUBN,CHRYS,T,8140,7790,7840,20201008,114.0,114,114,362165,T401,C,0901A,,Q,F,30-31,31st St,,0,408,D1,,  Y  Y,0830A,1000A,GY,,2003,,0,27,,,,
7464947,8765196934,JCE3795,NY,PAS,01/06/2020,71,4DSD,TOYOT,T,16640,24290,24340,20201129,107.0,107,107,354051,T402,N,0753A,,Q,O,16519,81st Ave,,0,408,C,,YYYYYYY,,,BL,,2017,,0,G,,,,
4122056,4667101350,1DA4918,MD,PAS,09/25/2019,36,TKLE,LINCO,V,0,0,0,0,,0,0,0,,,0556P,,BK,,,EB SHORE BLVD @ GIRA,RD ST,0,1180,B,T,,,,,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
6939230,8760430102,XW965R,NJ,PAS,12/16/2019,14,VAN,FORD,T,34650,10610,30550,88880088,14.0,14,14,358204,T106,A,0606A,,NY,F,200,W 44th St,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,C,,,,
9164032,8756694064,GLH2012,NY,PAS,02/18/2020,21,4DSD,ME/BE,T,18790,24890,10210,20211107,19.0,19,19,355183,T103,D,1112A,,NY,F,164,E 90th St,,0,408,D1,,  Y  Y,1100A,1230A,BK,,2019,,0,29,,,,
10417383,8785431977,76445JY,NY,COM,02/26/2020,46,DELV,WORKH,T,52390,38990,43360,20210430,109.0,109,109,367953,T401,YA,0708A,,Q,O,44-15,Kissena Blvd,,0,408,D,,YYYYYYY,,,WH,,2009,,0,A,,,,
378058,8766701831,JFZ7070,NY,PAS,07/01/2019,71,4DSD,FORD,T,21810,0,0,20190731,113.0,113,113,366506,T402,R,0148P,,Q,I,S,129th Ave,40ft W/of 143rd St,0,408,J6,,YYYYYYY,,,WH,,2014,,0,V,,,,
292151,8737666733,GYU8790,NY,PAS,07/19/2019,14,SUBN,CHEVR,T,18050,10410,25390,20200325,17.0,17,17,367936,T106,L,0200P,,NY,F,10,E 53rd St,,0,408,C,, YYYYY,0700A,0600P,BL,,2008,,0,19,,,,
3083255,8662633900,AT874Y,NJ,PAS,09/22/2019,46,TRAC,VOLVO,T,25390,18130,18150,88880088,18.0,18,18,361329,MTTF,F,0743P,,NY,O,605,Madison Ave,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,13,,,,
9583621,4679845624,GXG3822,NY,PAS,02/27/2020,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,1022A,,QN,,,WB 160TH AVE @ 88TH,ST,0,1180,B,T,,,,WH,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4289719,5107879676,HNV4470,NY,PAS,08/16/2019,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1244P,,QN,,,BEACH CHANNEL DR (W/,B) @ B 140TH ST,0,1111,D,T,,,,WH,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
7462138,8767828700,LBM3383,PA,PAS,01/10/2020,21,4DSD,NISSA,T,17390,31710,31710,88880088,13.0,13,13,368641,T102,X,1231P,,NY,F,540,E 20th St,,0,408,D1,,  Y  Y,1130A,0100P,RED,,0,,0,99,,,,
3050430,8615636448,92111ML,NY,COM,09/04/2019,38,VAN,FORD,T,27590,29890,31490,20201031,7.0,7,7,368486,T101,D,0135P,,NY,F,161,Orchard St,,0,408,D,, YYYYYY,0900A,0700P,WH,,2018,,0,63,,,,
3143125,8714187425,HSA3550,NY,PAS,08/31/2019,38,4DSD,TOYOT,T,67030,14230,14280,20210705,63.0,63,63,367856,T302,I,1145A,,K,F,2740,Nostrand Ave,,0,408,I4,, YYYYYY,0900A,0700P,GY,,2003,,0,16,,,,
2645613,8749668298,JHE5896,NY,PAS,08/28/2019,20,SUBN,INFIN,T,9640,0,0,20210806,114.0,114,114,365848,T401,Q,1043A,,Q,I,W,41st St,45ft N/of Newtown Rd,0,408,D,, YYYYY,0800A,0600P,BK,,2019,,0,30,,,,
6100539,8787262861,DYA7192,NY,PAS,11/23/2019,38,4DSD,TOYOT,T,18910,0,0,20210516,23.0,23,23,363978,T103,C,0207P,,NY,I,S,E 97th St,4ft E/of 5th Ave,0,408,C,, YYYYYY,1000A,0300P,GY,,2013,,0,30,,,,
9957091,1473110063,EHB3313,NY,PAS,02/20/2020,67,SDN,MAZDA,P,29300,0,0,20200611,120.0,120,120,955837,0120,0000,0812A,,R,F,,FORT PLACE,MONROE,0,408,F2,,BBBBBBB,ALL,ALL,RED,0.0,2006,-,0,,,,,
7895378,8676971810,UBE917,GA,PAS,01/28/2020,84,TRAC,PETER,T,27800,17590,17610,88880088,13.0,13,13,370835,T102,N,0217P,,NY,F,443,Park Ave South,,0,408,H1,,YYYYYYY,,,WHITE,,0,,0,01,,,,
5077158,4671437399,JLL2836,NY,PAS,11/13/2019,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0327P,,MN,,,NB BROADWAY @ W 120T,H ST,0,1180,B,T,,,,LTGY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4510943,8728649023,EXE3287,NY,PAS,10/18/2019,51,SUBN,CHRYS,T,8640,8690,8790,20200322,114.0,114,114,357787,T401,H,1221P,,Q,O,36-54,35th St,,0,408,D1,,YYYYYYY,,,BL,,2008,,0,33-P,,,,
7072815,8785621845,421SJ6,MA,PAS,12/23/2019,14,SUBN,HONDA,T,36750,31190,15910,20200788,30.0,30,30,346020,T103,B,0735A,,NY,F,400,W 149th St,,0,408,D,, YYYYYY,0700A,0600P,WHITE,,0,,0,Z,,,,
7603988,1459618877,42196ML,NY,COM,12/09/2019,46,VAN,FORD,P,48790,31230,61890,20200531,108.0,108,160,966163,0160,0.0,1015P,,,F,17-36,HARMAN STREET,,0,408,K6,,YYYYYYY,ALL,ALL,BL,0.0,2018,-,0,,,,,
3527768,8773908850,28668MH,NY,COM,08/31/2019,46,VAN,FRUEH,T,45590,18770,18790,88880088,19.0,19,19,365352,T103,M,0121P,,NY,O,1725,York Ave,,0,408,E2,,YYYYYYY,,,BROWN,,2018,,0,B,,,,
9844774,8797676366,HGR4057,NY,PAS,03/08/2020,83,SUBN,FORD,T,15710,35930,35950,20200607,26.0,26,26,367911,T103,FF,0749A,,NY,F,982,Columbus Ave,,0,408,J2,,YYYYYYY,,,WH,,2006,,0,17,,,,
4319202,5108394834,HWG4261,NY,PAS,09/25/2019,7,SUBN,KIA,V,0,0,0,0,,0,0,0,,,0656A,,QN,,,QUEENS BLVD (W/B) @,39TH ST,0,1111,D,T,,,,WH,,2018,,0,,FAILURE TO STOP AT RED LIGHT,,,
5856469,8753532326,CKRM384,ON,PAS,11/05/2019,20,SUBN,TOYOT,T,24890,17570,17590,88880088,13.0,13,13,368542,T102,C,1216P,,NY,F,148,Lexington Ave,,0,408,J2,,YYYYYYY,,,WHITE,,0,,0,25,,,,
9731480,8643438236,GEG2156,NY,PAS,03/05/2020,46,SUBN,HYUND,T,0,0,0,20210308,47.0,47,47,368931,T201,J,1257P,,BX,I,E,E 223rd St,20ft N/of White Plai,0,408,I4,,YYYYYYY,,,BL,,2014,,0,18,,,,
10060261,4680799006,BED6791,NY,PAS,03/10/2020,36,SUBN,LEXUS,V,17350,40404,40404,0,,0,0,0,,,0713P,,BK,,,EB AVE P @ E 18TH ST,,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1901559,8681634320,C060494,CT,CMB,08/12/2019,14,VAN,FORD,T,13610,26630,20425,88880088,1.0,1,1,333051,T105,C,0943A,,NY,F,42,Broadway,,0,408,D,, YYYYY,0700A,1000A,WHITE,,0,,0,001,,,,
3630069,4666918590,JKF9466,NY,PAS,09/20/2019,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0212P,,BK,,,NB KINGS HWY @ TILDE,N AVE,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1473215,8756724597,HTZ4774,NY,PAS,08/19/2019,20,4DSD,NISSA,T,36350,24690,10610,20200121,32.0,32,32,362256,T103,B,0546A,,NY,F,164,W 129th St,,0,408,E2,,YYYYYYY,,,GY,,2013,,0,J,,,,
823364,8727224302,38498ML,NY,COM,06/26/2019,31,VAN,FORD,T,13610,13810,30790,20200221,5.0,5,5,358525,T105,D,1209P,,NY,O,512,Broadway,,0,408,K1,, YYYYY,0700A,0600P,WH,,2017,,0,032,,,,
3536699,8773401705,GMZ3426,NY,PAS,09/03/2019,71,SUBN,FORD,T,8020,65320,40120,20200219,41.0,41,41,367876,T201,K,0309P,,BX,F,953,Aldus St,,0,408,I3,,YYYYYYY,,,WH,,2016,,0,17,,,,
5363155,8801756215,HJX5165,NY,PAS,11/22/2019,38,SUBN,HONDA,T,23230,92630,31950,20200730,90.0,90,90,370879,T301,P,0533P,,K,F,699,Broadway,,0,408,I4,, YYYYYY,0830A,0700P,BK,,2014,,0,15,,,,
10334953,8760199090,77892MN,NY,COM,03/15/2020,20,FLAT,INTER,T,15420,23800,54120,20210228,43.0,43,43,365891,T201,D,0742A,,BX,O,1541,Bronx River Ave,,0,408,D,,YYYYYYY,,,YW,,2014,,0,03,,,,
7315234,4676100164,JHE1476,NY,PAS,01/14/2020,36,4DSD,MINI,V,0,0,0,0,,0,0,0,,,0822A,,QN,,,EB UNION TPKE @ KENT, ST,0,1180,B,T,,,,BL,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
349069,8757003439,JED1702,NY,PAS,06/27/2019,19,SUBN,INFIN,T,83630,90980,53730,20201203,60.0,60,60,367395,T302,S,0831P,,K,F,1003,Surf Ave,,0,408,I4,,YYYYYYY,,,WH,,2011,,0,CC1,,,,
4631838,8745872521,39679ML,NY,COM,10/21/2019,47,DELV,INTER,T,10810,34470,34490,20191130,14.0,14,14,361319,T106,H,0925A,,NY,F,505,8th Ave,,0,408,L2,, YYYYYY,0700A,0700P,RD,,1991,,0,99,,,,
7481278,8780448501,GDP4406,NY,PAS,01/17/2020,40,SUBN,ACURA,T,86530,41930,18630,20210106,71.0,71,71,347615,T302,M,0637A,,K,F,1095,Union St,,0,408,C,,YYYYYYY,,,GY,,2007,,3,L,,,,
1298473,8554182900,LBM7866,PA,PAS,08/08/2019,21,VAN,FORD,T,6090,7690,7790,20190088,114.0,114,114,355249,T401,L,0948A,,Q,F,29-10,14th St,,0,408,D1,, Y  Y,0930A,1100A,OTHER,,0,,0,J-AM,,,,
6791641,8677842044,5FL922,MA,999,12/21/2019,40,SUBN,SUBAR,T,27050,21790,11115,88880288,1.0,1,1,361117,T105,X,0954A,,NY,O,111,Murray St,,0,408,E2,,YYYYYYY,,,SILVE,,0,,0,023,,,,
175001,8562198845,HPB1951,NY,PAS,06/29/2019,50,SUBN,BMW,T,0,0,0,20210430,102.0,102,102,345092,T402,X,0855A,,Q,I,W,86th Ave,0ft N/of 94th St,0,408,C,,YYYYYYY,,,WH,,2019,,0,J,,,,
2555496,8693235722,GKL4639,NY,PAS,09/21/2019,71,4DSD,KIA,T,34930,45224,39490,20191227,121.0,121,121,356557,T303,A,1003A,,R,O,19,Kelly Blvd,,0,408,E2,,YYYYYYY,,,GY,,2016,,0,B-AM,,,,
1353322,8706546213,JJK8132,NY,PAS,08/19/2019,70,4DSD,HYUND,T,25100,25550,54950,20190721,120.0,120,120,348538,T303,A,0743A,,R,F,15,Crescent Ave,,0,408,C,,YYYYYYY,,,BLACK,,2019,,0,07-A,,,,
6686654,4673402881,Y11LLD,NJ,PAS,12/05/2019,36,WAGO,HONDA,V,0,0,0,0,,0,0,0,,,0211P,,BK,,,SB 10TH AVE @ 78TH S,T,0,1180,B,T,,,,BG.,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4149577,4667848212,BEE6569,NY,PAS,10/03/2019,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0758P,,QN,,,SB SPRINGFIELD BLVD,@ HOLLIS AVE,0,1180,B,T,,,,GY,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3724104,4668846788,HTU9181,NY,PAS,10/15/2019,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0830A,,BK,,,SB PENNSYLVANIA AVE,@ SCHROEDERS AVE,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
3279521,8736883141,12126MJ,NY,COM,09/23/2019,19,VAN,FRUEH,T,29830,56530,75530,88880088,84.0,84,84,357064,T301,F,1045A,,K,F,80,Court St,,0,408,C,,YYYYYYY,,,BROWN,,2016,,0,05,,,,
4899546,8781856910,96398MB,NY,COM,09/30/2019,38,VAN,CHEVR,T,18710,27790,24890,88880088,19.0,19,19,354125,T103,Q,0159P,,NY,F,103,E 86th St,,0,408,F1,, YYYYYY,0830A,1000P,WHITE,,2011,,0,C,,,,
4471548,8702576466,2601913,IN,PAS,10/23/2019,14,DELV,INTER,T,54580,57790,8790,20190088,109.0,109,109,355216,T401,U,1053A,,Q,F,36-56,Main St,,0,408,C,,YYYYYYY,,,WHITE,,0,,0,50-A,,,,
2257092,8761059651,7M85A,NY,OMT,07/30/2019,21,TAXI,TOYOT,T,19340,40404,40404,20200228,106.0,106,106,343942,T402,N,0816A,,Q,F,27-08,101st Ave,,0,408,D1,,  Y,0800A,0930A,YW,,2014,,0,T,,,,
2708174,8772657650,HSA7962,NY,PAS,09/19/2019,21,SUBN,LEXUS,T,55390,54580,23090,20210619,107.0,107,107,355250,T402,A,0950A,,Q,O,144-52,Melbourne Ave,,0,408,D1,,    Y,0830A,1000A,BK,,2006,,0,43,,,,
9603861,4680286118,JKL9734,NY,PAS,03/04/2020,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,1220P,,QN,,,NB VAN DAM ST @ 48TH, AVE,0,1180,B,T,,,,BL,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5987550,8770915106,76443MK,NY,COM,11/14/2019,69,VAN,CHEVR,T,27800,17430,17450,20211031,13.0,13,13,359594,T102,E,1105A,,NY,F,300,Park Ave South,,0,408,H1,, YYYYY,0700A,0700P,WH,,2009,,0,05,,,,
653461,8624024043,D68EFT,NJ,PAS,07/17/2019,38,4DSD,VOLKS,T,10010,18790,18810,88880088,19.0,19,19,363952,T103,Y,0621P,,NY,F,1744,1st Ave,,0,408,F1,, YYYYYY,0900A,0700P,BLACK,,0,,0,52,,,,
10538245,8810116410,82542ML,NY,COM,02/28/2020,68,PICK,TOYOT,T,0,40404,40404,20201031,114.0,114,114,356560,T401,G,0306P,,Q,I,,Ditmars Lot #1,,0,408,I4,,YYYYYYY,,,BK,,2017,,0,35,,,,
3379652,8752988910,AE15466,AZ,PAS,09/12/2019,46,VAN,GMC,T,34130,10910,11010,88880088,10.0,10,10,357783,T102,I,1243P,,NY,F,425,W 18th St,,0,408,E2,,YYYYYYY,,,WHITE,,0,,0,A,,,,
732722,8706539312,GVT6210,NY,PAS,07/05/2019,38,SUBN,BMW,T,49100,33990,53000,20201203,120.0,120,120,348538,T303,A,1134A,,R,F,350,St Marks Pl,,0,408,C,, YYYYY,0800A,0600P,BK,,2018,,0,01-A,,,,
9965541,1475412186,16222TC,NY,TRC,03/13/2020,47,DELV,PETER,P,10210,17510,17530,20210131,13.0,13,401,950805,0401,0.0,1028A,,NY,F,362,THIRD AVE,,0,408,L2,,YYYYYYB,0700A,0700P,,0.0,0,-,0,,,,,
3719057,4668754110,HMP5511,NY,PAS,10/14/2019,36,SUBN,JAGUA,V,0,0,0,0,,0,0,0,,,0242P,,ST,,,NB STEUBEN ST @ RADC,LIFF RD,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
840931,8722614217,FXW1394,NY,PAS,07/03/2019,31,SUBN,NISSA,T,30790,16150,13610,20200408,5.0,5,5,362543,T101,A,1208P,,NY,O,87,Spring St,,0,408,D,, YYYYY,0800A,0600P,RD,,2011,,0,10,,,,
4537638,8732488944,Y34HYA,NJ,PAS,10/04/2019,38,4DSD,ME/BE,T,25090,22890,21690,88880088,7.0,7,7,347684,T105,C,0939A,,NY,O,53,Ludlow St,,0,408,D,, YYYYYY,0900A,0700P,RED,,0,,0,012,,,,
4120709,4667290626,HYS4759,NY,PAS,09/27/2019,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0756P,,QN,,,EB BEACH CHANNEL DR,@ B 51ST ST,0,1180,B,T,,,,BK,,1997,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
9148716,8753710484,C57KUD,NJ,PAS,02/23/2020,61,2DSD,NS/OT,T,33390,25020,34030,88880088,6.0,6,6,342533,T501,B,0857A,,NY,F,835,Washington St,,0,408,K7,,YYYYYYY,,,BLUE,,0,,0,01,,,,
74771,4658656097,GDG4336,NY,PAS,07/16/2019,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0702A,,QN,,,NB WOODHAVEN BLVD @,65TH AVE,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5368649,8794654130,GSC7978,NY,PAS,11/14/2019,38,2DSD,ME/BE,T,9540,52390,65490,20200805,109.0,109,109,367858,T401,P,0521P,,Q,O,136-13,41st Ave,,0,408,I3,, YYYYYY,0800A,0700P,WH,,2011,,0,50-A,,,,
1337998,8689746316,GMA9435,NY,PAS,07/29/2019,21,4DSD,NISSA,T,41690,41290,61890,20200112,104.0,104,104,365941,T402,A,0946A,,Q,O,17-48,Decatur St,,0,408,D1,, Y  Y,0930A,1100A,BK,,2008,,0,25,,,,
